data,Casos_DataSintoma_MM_atual_PA
2021-03-18,2532.443629822442
2021-03-19,2529.740580590418
2021-03-20,2520.5417596645616
2021-03-21,2517.772095582874
2021-03-22,2579.74971255755
2021-03-23,2562.9536335340404
2021-03-24,2438.8637394615866
2021-03-25,2349.374248455954
2021-03-26,2276.4275503565427
2021-03-27,2296.366167550873
2021-03-28,2336.498246518587
2021-03-29,2269.405970974238
2021-03-30,2173.755708466346
2021-03-31,2113.045344722386
2021-04-01,2060.534190386055
2021-04-02,2025.9028851873766
2021-04-03,1943.8824007008432
2021-04-04,1901.6631138010978
2021-04-05,1866.0950605529436
2021-04-06,1809.6705203744243
2021-04-07,1761.8034706243454
2021-04-08,1776.9854810251268
2021-04-09,1790.901554541608
2021-04-10,1773.1105231172537
2021-04-11,1716.611535512631
2021-04-12,1720.8072594477621
2021-04-13,1682.028060535292
2021-04-14,1646.878318475577
2021-04-15,1541.8787403983772
2021-04-16,1458.1151121031771
2021-04-17,1456.704274844622
2021-04-18,1457.6477749158855
2021-04-19,1452.0036875769429
2021-04-20,1414.9550846665436
2021-04-21,1376.3754082443645
2021-04-22,1357.390327836891
2021-04-23,1336.3127938564924
2021-04-24,1264.0992299799116
2021-04-25,1223.8165037053686
2021-04-26,1197.1926518569057
2021-04-27,1202.9852049642966
2021-04-28,1196.9848557866196
2021-04-29,1173.6682773250839
2021-04-30,1150.9016028139567
2021-05-01,1126.231308624033
2021-05-02,1116.1037236057566
2021-05-03,1145.085948895388
2021-05-04,1073.0946515138216
2021-05-05,1048.7625982100988
2021-05-06,1025.7171369931352
2021-05-07,1010.0321520044845
2021-05-08,1024.4132708556665
2021-05-09,1022.1870677047376
2021-05-10,1042.758431043851
2021-05-11,1042.926935508829
2021-05-12,1036.9459836368974
2021-05-13,1027.1116160073825
2021-05-14,1009.5522041083748
2021-05-15,966.0971411042989
2021-05-16,935.2049555434036
2021-05-17,988.6087819571644
2021-05-18,1010.906805728605
2021-05-19,1017.9099950894446
2021-05-20,1021.8933039909939
2021-05-21,1030.8867222220103
2021-05-22,1049.0991736249366
2021-05-23,1057.4982799120003
2021-05-24,1028.287286966258
2021-05-25,1011.6032242980959
2021-05-26,1003.2979870189533
2021-05-27,1030.2603577442924
2021-05-28,1046.94748730828
2021-05-29,1041.894433939364
2021-05-30,1026.848024401762
2021-05-31,1069.29076206545
2021-06-01,1074.740339977167
2021-06-02,1064.7786698784123
2021-06-03,1013.1255045009017
2021-06-04,977.5516884389991
2021-06-05,941.9569089043382
2021-06-06,916.2638085538728
2021-06-07,913.2064346056528
2021-06-08,905.8715023594715
2021-06-09,891.9168647921234
2021-06-10,863.2550640225694
2021-06-11,823.2200728049568
2021-06-12,815.3570012988589
2021-06-13,814.1923211094147
2021-06-14,846.2190149416025
2021-06-15,814.7103786101287
2021-06-16,793.0834585409535
2021-06-17,802.301923374575
2021-06-18,798.9672394327547
2021-06-19,784.3501841326313
2021-06-20,760.264634864864
2021-06-21,755.9167457410989
2021-06-22,743.341020777987
2021-06-23,728.038742823204
2021-06-24,698.7198992927242
2021-06-25,680.0226397643158
2021-06-26,669.1494384739041
2021-06-27,681.0670173412311
2021-06-28,708.4990803795855
2021-06-29,691.1411732107066
2021-06-30,663.4202999155447
2021-07-01,624.7237112387878
2021-07-02,600.546568382438
2021-07-03,578.6039162760131
2021-07-04,538.6505458687798
2021-07-05,528.1225283896365
2021-07-06,515.6728396146482
2021-07-07,504.53169516190616
2021-07-08,522.6787076451997
2021-07-09,515.7651065772552
2021-07-10,507.1023565861353
2021-07-11,494.90559105038596
2021-07-12,488.6236473935437
2021-07-13,480.37207803242256
2021-07-14,474.64941180801424
2021-07-15,442.5889175603017
2021-07-16,425.5959865364278
2021-07-17,432.1252982090652
2021-07-18,438.0982057227633
2021-07-19,440.461272362723
2021-07-20,431.57182270246835
2021-07-21,421.5007696067945
2021-07-22,415.9747035807661
2021-07-23,410.376951026776
2021-07-24,395.29224413676326
2021-07-25,391.07680066752306
2021-07-26,395.05626524251664
2021-07-27,400.34067201801423
2021-07-28,397.88127995192144
2021-07-29,388.01666848178274
2021-07-30,382.520224227363
2021-07-31,382.29043297848204
2021-08-01,385.61060726776833
2021-08-02,377.3462208755134
2021-08-03,374.0887714614237
2021-08-04,375.13386806284393
2021-08-05,375.5196943730227
2021-08-06,373.3192811098815
2021-08-07,370.48280630183166
2021-08-08,373.91185738579566
2021-08-09,362.39657847652893
2021-08-10,354.4607962903388
2021-08-11,342.03376091802073
2021-08-12,332.12582833431213
2021-08-13,323.2390239596186
2021-08-14,321.6798474872108
2021-08-15,316.79153621343926
2021-08-16,301.8444273336936
2021-08-17,292.25177440257585
2021-08-18,282.11008193796624
2021-08-19,273.8472725413982
2021-08-20,270.2879447593459
2021-08-21,271.33184276304786
2021-08-22,282.03299207923686
2021-08-23,277.76813816394855
2021-08-24,279.7102500745124
2021-08-25,284.400382761385
